# Nehboro malicious domains feed
# Format: domain,notes
# Supports wildcards: *.evil.com, pay*.net
# Last updated: populated by community reports
domain,notes
"pcmainecia.ddnsfree.com","custom static list mthcht"
"uscplxsecjs.ddnsgeek.com","custom static list mthcht"
"t31c0mjumpcuyerop.ooguy.com","custom static list mthcht"
"welcome.careersupskill.com","custom static list mthcht"
"nodjs2o25nodjs.giize.com","custom static list mthcht"
"ml3.freeddns.org","custom static list mthcht"
"faeelt.giize.com","custom static list mthcht"
"brcallletme.theworkpc.com","custom static list mthcht"
"pxlaxvvva.freeddns.org","custom static list mthcht"
"ftpuser14.gleeze.com","custom static list mthcht"
"vass2025.casacam.net","custom static list mthcht"
"t3lc0mczmoihwc.camdvr.org","custom static list mthcht"
"asdad21ww.freeddns.org","custom static list mthcht"
"kgentle77.duckdns.org","custom static list mthcht"
"seallysl.site","custom static list mthcht"
"fasceadvcva3.gleeze.com","custom static list mthcht"
"udieyg.gleeze.com","custom static list mthcht"
"mup830634.duckdns.org","custom static list mthcht"
"camcampkes.ddnsfree.com","custom static list mthcht"
"e-library.wiki","custom static list mthcht"
"updateservices.kozow.com","custom static list mthcht"
"zwmn350n3o1ugety2xbe.camdvr.org","custom static list mthcht"
"codemicros12.gleeze.com","custom static list mthcht"
"onlyosun.ooguy.com","custom static list mthcht"
"firstfromsep.online","custom static list mthcht"
"stopeet.camdvr.org","custom static list mthcht"
"mauritasszddb.ddnsfree.com","custom static list mthcht"
"btbtutil.theworkpc.com","custom static list mthcht"
"aw2o25forsbc.camdvr.org","custom static list mthcht"
"sn0son4t31opc.freeddns.org","custom static list mthcht"
"meetls.kozow.com","custom static list mthcht"
"thbio.kozow.com","custom static list mthcht"
"palamolscueajfvc.gleeze.com","custom static list mthcht"
"peisuesacae.loseyourip.com","custom static list mthcht"
"ytka.duckdns.org","custom static list mthcht"
"balabalabo.mywire.org","custom static list mthcht"
"vosies.ddnsfree.com","custom static list mthcht"
"nodekeny11.freeddns.org","custom static list mthcht"
"egypt2.camdvr.org","custom static list mthcht"
"septiembre2022.duckdns.org","custom static list mthcht"
"cptoptious.com","custom static list mthcht"
"fixbirdrank.com","custom static list mthcht"
"programsbookss.com","custom static list mthcht"
"win-rar.co","custom static list mthcht"
"remcoss.onmypc.org","custom static list mthcht"
"mybackups.duckdns.org","custom static list mthcht"
"verify-office-outlook.com","custom static list mthcht"
"wellfacing.com","custom static list mthcht"
"miguel2024.kozow.com","custom static list mthcht"
"wcbradley.duckdns.org","custom static list mthcht"
"d3co4r.duckdns.org","custom static list mthcht"
"chatgroupwhatsapp.duckdns.org","custom static list mthcht"
"minecraftrpgserver.com","custom static list mthcht"
"poder.kozow.com","custom static list mthcht"
"december2n.duckdns.org","custom static list mthcht"
"ponnyhurb.duckdns.org","custom static list mthcht"
"sofiavergara.duckdns.org","custom static list mthcht"
"drpc.duckdns.org","custom static list mthcht"
"welcome.careersstaffgrid.com","custom static list mthcht"
"mtest.loseyourip.com","custom static list mthcht"
"doddyfire.linkpc.net","custom static list mthcht"
"meetviberapi.com","custom static list mthcht"
"eastsea.or.kr","custom static list mthcht"
"blacksaltys.com","custom static list mthcht"
"deallerospfosu.shop","custom static list mthcht"
"celebratioopz.shop","custom static list mthcht"
"chat-gpt-pc.online","custom static list mthcht"
"x555hd.ddns.net","custom static list mthcht"
"ronymahmoud.casacam.net","custom static list mthcht"
"satoshicommands.com","custom static list mthcht"
"alienware123.duckdns.org","custom static list mthcht"
"smartvault.im","custom static list mthcht"
"captoolsz.com","custom static list mthcht"
"verifymanagerpage1685.duckdns.org","custom static list mthcht"
"myhotkkk444.duckdns.org","custom static list mthcht"
"gitpage.app","custom static list mthcht"
"secure-verify-info.ddns.info","custom static list mthcht"
"dnuocc.com","custom static list mthcht"
"zephyrhype.com","custom static list mthcht"
"coinbasepro.com","custom static list mthcht"
"fanlumpactiras.pw","custom static list mthcht"
"zoom.uswe05.us","custom static list mthcht"
"complaintsipzzx.shop","custom static list mthcht"
"netflix-account-recovery.com","custom static list mthcht"
"srlaptop.com","custom static list mthcht"
"adidascampus.co.at","custom static list mthcht"
"birdrepsys.com","custom static list mthcht"
"alibaba.zzux.com","custom static list mthcht"
"windowservicecemter.com","custom static list mthcht"
"amechi.duckdns.org","custom static list mthcht"
"welcome.careersengage.com","custom static list mthcht"
"windowsconection.duckdns.org","custom static list mthcht"
"moran101.duckdns.org","custom static list mthcht"
"silentlegion.duckdns.org","custom static list mthcht"
"r3dc0d3r.duckdns.org","custom static list mthcht"
"claude-code-docs-dvlr2jpuuw.edgeone.app","custom static list mthcht"
"meeti.duckdns.org","custom static list mthcht"
"anunankis3.duckdns.org","custom static list mthcht"
"panel-spectrum.net","custom static list mthcht"
"xfreddy2751.duckdns.org","custom static list mthcht"
"birdrankvip.com","custom static list mthcht"
"remcosco222.duckdns.org","custom static list mthcht"
"ehangmun.com","custom static list mthcht"
"procesjudicial2.duckdns.org","custom static list mthcht"
"update-security.ddns.info","custom static list mthcht"
"dash-authorize-confirmation-jpm-chase.serveusers.com","custom static list mthcht"
"nickdns26.duckdns.org","custom static list mthcht"
"chrom.no-ip.info","custom static list mthcht"
"vemvemserver.duckdns.org","custom static list mthcht"
"number2.duckdns.org","custom static list mthcht"
"ndf236fgh4367h.ddns.net","custom static list mthcht"
"myfunbmdablo99.hosthampster.com","custom static list mthcht"
"homoney177.duckdns.org","custom static list mthcht"
"nulled2nd.camdvr.org","custom static list mthcht"
"nodetecton.duckdns.org","custom static list mthcht"
"daxon.giize.com","custom static list mthcht"
"xcit76.com","custom static list mthcht"
"mono2024.kozow.com","custom static list mthcht"
"verify01-usps.zzux.com","custom static list mthcht"
"securetymail.com","custom static list mthcht"
"plunder.jumpingcrab.com","custom static list mthcht"
"drippmedsot.mywire.org","custom static list mthcht"
"taker202.duckdns.org","custom static list mthcht"
"polusennew1.duckdns.org","custom static list mthcht"
"equatorf.run","custom static list mthcht"
"nonoise.duckdns.org","custom static list mthcht"
"securelinkverify03.dnset.com","custom static list mthcht"
"brandwizer.co.in","custom static list mthcht"
"4mekey.myftp.biz","custom static list mthcht"
"disneycareers.net","custom static list mthcht"
"donzola.duckdns.org","custom static list mthcht"
"writerospzm.shop","custom static list mthcht"
"welcome.careersprogress.com","custom static list mthcht"
"plazzasecretballeronline.onedumb.com","custom static list mthcht"
"alert-citizens-online.dnset.com","custom static list mthcht"
"anunankis1.duckdns.org","custom static list mthcht"
"api.cleanmasters.store","custom static list mthcht"
"netviewremote.com","custom static list mthcht"
"quilltayle.live","custom static list mthcht"
"harvey206.casacam.net","custom static list mthcht"
"achrafz1.no-ip.biz","custom static list mthcht"
"toshiba.no-ip.biz","custom static list mthcht"
"cdtsupremo.duckdns.org","custom static list mthcht"
"tonystark2025.duckdns.org","custom static list mthcht"
"devilboydevilhere.strangled.net","custom static list mthcht"
"davidchong01.camdvr.org","custom static list mthcht"
"locker.camdvr.org","custom static list mthcht"
"packinstall.kozow.com","custom static list mthcht"
"softx.duckdns.org","custom static list mthcht"
"capurgol20.duckdns.org","custom static list mthcht"
"milan.giize.com","custom static list mthcht"
"seguresnueva02.ddns.net","custom static list mthcht"
"honidoo.loseyourip.com","custom static list mthcht"
"rdm.accesscam.org","custom static list mthcht"
"googlel.gleeze.com","custom static list mthcht"
"nanarchym.duckdns.org","custom static list mthcht"
"netflixlogin-authpost.dnset.com","custom static list mthcht"
"firmes777.duckdns.org","custom static list mthcht"
"mailupdate.info","custom static list mthcht"
"dckazts.duckdns.org","custom static list mthcht"
"lee44.kozow.com","custom static list mthcht"
"mkidech.zapto.org","custom static list mthcht"
"xylem.duckdns.org","custom static list mthcht"
"divert64.hopto.org","custom static list mthcht"
"futy.zyns.com","custom static list mthcht"
"iphanyi.webredirect.org","custom static list mthcht"
"promesasalvaro1.duckdns.org","custom static list mthcht"
"jajaovh.duckdns.org","custom static list mthcht"
"febvenom8.duckdns.org","custom static list mthcht"
"newdesk.top","custom static list mthcht"
"xschallenge.net","custom static list mthcht"
"env2023nue.duckdns.org","custom static list mthcht"
"employee.mywire.org","custom static list mthcht"
"seemeseeyou.duckdns.org","custom static list mthcht"
"exos.mywire.org","custom static list mthcht"
"xxxsthebagsxxx.mywire.org","custom static list mthcht"
"secure-verify-update.ddns.info","custom static list mthcht"
"imap.dateupdata.com","custom static list mthcht"
"claude-code-macos.com","custom static list mthcht"
"ygo.no-ip.info","custom static list mthcht"
"securestore.cv","custom static list mthcht"
"org.misecure.com","custom static list mthcht"
"subdominiodesub.duckdns.org","custom static list mthcht"
"marianavilla3008n.duckdns.org","custom static list mthcht"
"adad3.casacam.net","custom static list mthcht"
"stayathomeclasses.com","custom static list mthcht"
"chnsaulins.duckdns.org","custom static list mthcht"
"support-amazon.edns.biz","custom static list mthcht"
"podatki-pl.firebaseapp.com","custom static list mthcht"
"sahibndn.io","custom static list mthcht"
"thedangerous619.no-ip.biz","custom static list mthcht"
"sostener2025.duckdns.org","custom static list mthcht"
"filezilla-project.live","custom static list mthcht"
"telkom.ooguy.com","custom static list mthcht"
"virtuallogoprepaidmaxspippline.onedumb.com","custom static list mthcht"
"doradp.gleeze.com","custom static list mthcht"
"mall.mywire.org","custom static list mthcht"
"palcivilreg.com","custom static list mthcht"
"osairus.duckdns.org","custom static list mthcht"
"pudgypengu-gamegifts.live","custom static list mthcht"
"hoyoverse.blog","custom static list mthcht"
"sopho.kozow.com","custom static list mthcht"
"jksdghfsd.loseyourip.com","custom static list mthcht"
"appdiscordgg.duckdns.org","custom static list mthcht"
"stopman.ooguy.com","custom static list mthcht"
"captioto.com","custom static list mthcht"
"chukwuonye.duckdns.org","custom static list mthcht"
"logzhome.mywire.org","custom static list mthcht"
"update-security.qhigh.com","custom static list mthcht"
"walletconnect-support.duckdns.org","custom static list mthcht"
"mobilegamerstats.com","custom static list mthcht"
"tax.ooguy.com","custom static list mthcht"
"cybercourt.io","custom static list mthcht"
"getfiledown.com","custom static list mthcht"
"microsoft-ipv6.duckdns.org","custom static list mthcht"
"detail.misecure.com","custom static list mthcht"
"rick63.publicvm.com","custom static list mthcht"
"wellsfargosecurelogin.x24hr.com","custom static list mthcht"
"authsecured02-info0.dnset.com","custom static list mthcht"
"vsecure-0ov-login-id-f7a92te01.ikwb.com","custom static list mthcht"
"mobileonlinelogin.3-a.net","custom static list mthcht"
"x7modxx.no-ip.biz","custom static list mthcht"
"zyphra.ink","custom static list mthcht"
"gcl-gb.biz","custom static list mthcht"
"maxisteq.org","custom static list mthcht"
"augustsimillarity5045norep.ooguy.com","custom static list mthcht"
"stormx.dynu.net","custom static list mthcht"
"fortuna777.duckdns.org","custom static list mthcht"
"googles.ddnsfree.com","custom static list mthcht"
"abeasinf.duckdns.org","custom static list mthcht"
"google.onedriver-srv.ml","custom static list mthcht"
"booksports64.linkpc.net","custom static list mthcht"
"mlbetjs.com","custom static list mthcht"
"rusia.duckdns.org","custom static list mthcht"
"pulseathermakf.com","custom static list mthcht"
"helpbirdrep.com","custom static list mthcht"
"binmol.webredirect.org","custom static list mthcht"
"naturewsounds.help","custom static list mthcht"
"alice2019.myftp.biz","custom static list mthcht"
"security-update.ocry.com","custom static list mthcht"
"rednosehorse.com","custom static list mthcht"
"jerusalemsolutions.com","custom static list mthcht"
"mail-updateservice.info","custom static list mthcht"
"cyberdon1.duckdns.org","custom static list mthcht"
"federa.duckdns.org","custom static list mthcht"
"policedoc.kozow.com","custom static list mthcht"
"247secure.us","custom static list mthcht"
"parahoyestsidio.duckdns.org","custom static list mthcht"
"sirnon1956ge.ddns.net","custom static list mthcht"
"techandro.giize.com","custom static list mthcht"
"quialitsuzoxm.shop","custom static list mthcht"
"promotores14.duckdns.org","custom static list mthcht"
"cn-notepadplusplus.com","custom static list mthcht"
"os-update-server.com","custom static list mthcht"
"eaxwwyr.cn","custom static list mthcht"
"socifiapp.com","custom static list mthcht"
"isitcrowdstrike.com","custom static list mthcht"
"applebox.camdvr.org","custom static list mthcht"
"welcome.careerssuccess.com","custom static list mthcht"
"googles.accesscam.org","custom static list mthcht"
"craftedfollowing.duckdns.org","custom static list mthcht"
"njnjnjs.duckdns.org","custom static list mthcht"
"provokordino.space","custom static list mthcht"
"dominoduck2100.duckdns.org","custom static list mthcht"
"zwmn350n3o1fsdf3gs.kozow.com","custom static list mthcht"
"aprilxrwonew8450.duckdns.org","custom static list mthcht"
"zwt310n3o2unety6a3k.kozow.com","custom static list mthcht"
